Pais;Codigo_Categoria;Descripcion_Categoria;Codigo_Categoria_Incentivos;Descripcion_Categoria_Incentivos;Codigo_Subcategoria;Descripcion_Subcategoria;Codigo_Marca;Descripcion_Marca;Codigo_Familia;Descripcion_Familia;Codigo_Demanda;Descripcion_Demanda;Codigo_Sabor;Descripcion_Sabor;Codigo_MC1;Codigo_SAP;Codigo_Barras_Display;Descripcion_Articulo_SAP;Codigo_Tipo_Producto;Descripcion_Tipo_Producto;Habilitado;Estado;Unidades_Por_Display;Peso_por_display_KG;Displays_por_Caja;Peso_por_Caja_KG;IVA;Precio_por_Display;Precio_Unidad;Precio_Caja
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00062;MORA;76222107912000;76222107912000;7622210428295;TRIDENT 1S MORA POS 40X60X1.8G;ZREGU;Regular;MDLZ;Activo;60.00;0.13300;40.00;5.84000;1,564.71;8,235.29;137.25;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00062;MORA;76222107913000;76222107913000;7622210449801;TRIDENT SP 70S MORA POS 40X70X1.8G;ZREGU;Regular;MDLZ;Activo;70.00;0.15200;40.00;6.61700;1,564.71;8,235.29;117.65;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00062;MORA;77021330118600;77021330118600;7622210428295;TRIDENT 1S MORA 40X60X1.8G;ZREGU;Regular;MDLZ;Activo;60.00;0.13300;40.00;5.84000;1,564.71;8,235.29;137.25;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00062;MORA;77021330133400;77021330133400;7622210449801;TRIDENT 1S MORA 40X70X1.8G;ZOFER;Oferta;MDLZ;Activo;70.00;0.15200;40.00;6.61700;1,564.71;8,235.29;117.65;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00062;MORA;77021334550400;77021334550400;7622210428295;TRIDENT 1S MORA 40X60X1.8G FOP;ZREGU;Regular;MDLZ;Activo;60.00;0.13300;40.00;5.84000;1,564.71;8,235.29;137.25;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00062;MORA;77021334575000;77021334575000;7622210449801;TRIDENT 70S MORA 40X70X1.8G COL;ZREGU;Regular;MDLZ;Activo;70.00;0.15200;40.00;6.61700;1,564.71;8,235.29;117.65;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00079;SANDIA;76222107867800;76222107867800;7622210341785;TRIDENT 1S SANDIA POS 40X60X1.8G;ZREGU;Regular;MDLZ;Activo;60.00;0.13300;40.00;5.84000;1,564.71;8,235.29;137.25;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00079;SANDIA;76222107912400;76222107912400;7622210449788;TRIDENT SP70'S SANDIA POS40X60X1.8G;ZREGU;Regular;MDLZ;Activo;70.00;0.15200;40.00;6.61700;1,564.71;8,235.29;117.65;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00079;SANDIA;77021330109700;77021330109700;7622210341785;TRIDENT 1S SANDIA 40X60X1.8G;ZREGU;Regular;MDLZ;Activo;60.00;0.13300;40.00;5.84000;1,564.71;8,235.29;137.25;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00079;SANDIA;77021330134000;77021330134000;7622210449788;TRIDENT 1S SANDIA 40X70X1.8G;ZOFER;Oferta;MDLZ;Activo;70.00;0.15200;40.00;6.61700;1,564.71;8,235.29;117.65;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00079;SANDIA;77021334550601;77021334550601;7622210341785;TRIDENT 1S SANDIA 40X60X1.8G FOP;ZREGU;Regular;MDLZ;Activo;60.00;0.13300;40.00;5.84000;1,564.71;8,235.29;137.25;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00079;SANDIA;77021334577100;77021334577100;7622210449788;TRIDENT 70'S SANDIA 40X70X1.8G COL;ZREGU;Regular;MDLZ;Activo;70.00;0.15200;40.00;6.61700;1,564.71;8,235.29;117.65;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00081;SURTIDO;76222105832800;76222105832800;7622210583284;TRIDENT 120 SURTIDO;ZOFER;Oferta;MDLZ;Activo;1.00;0.25200;30.00;7.55400;2,794.12;14,705.88;14,705.88;441,176.40
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00086;TROPICAL;77021330121300;77021330121300;7622210341303;TRIDENT 1S TROPICAL 40X60X1.8G;ZREGU;Regular;MDLZ;Activo;60.00;0.13300;40.00;5.84700;1,516.81;7,983.19;133.05;319,327.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00086;TROPICAL;77021330134300;77021330134300;7622210449771;TRIDENT 1S TROPICAL 40X70X1.8G;ZOFER;Oferta;MDLZ;Activo;70.00;0.15200;40.00;6.61700;1,564.71;8,235.29;117.65;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00091;YERBABUENA;76222016984700;76222016984700;7622201800376;TRIDENT SP 70S YERBA 40X70X1.8G;ZREGU;Regular;MDLZ;Activo;70.00;0.15200;40.00;6.60800;1,564.71;8,235.29;117.65;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00091;YERBABUENA;76222018003500;76222018003500;7622201800376;TRIDENT 1S YERBA POS 40X60X1.8G;ZREGU;Regular;MDLZ;Activo;60.00;0.13300;40.00;5.83300;1,564.71;8,235.29;137.25;329,411.60
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0105;TRIDENT 60'S;AC075;Trident Slab - Single Piece_FF;SM00117;UVA LIMONADA;76222107810500;76222107810500;7622210781079;TRIDENT 1S UVAYLIMONADA 60X40X1.8 G;ZREGU;Regular;MDLZ;Activo;60.00;0.13300;40.00;5.84000;1,421.01;7,479.00;124.65;299,160.00
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00029;FRESA;76222107829800;76222107829800;7622210461674;TRNT SLAB 6S FRESA CAC 30X18X1 POS;ZREGU;Regular;MDLZ;Activo;18.00;0.22100;30.00;6.86900;2,355.04;12,394.96;688.61;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00031;FRESH HERBAL;77021330111100;77021330111100;7702133867071;TRIDENT 6S FRESH HERBAL 30X18X10.2G;ZREGU;Regular;MDLZ;Activo;18.00;0.22100;30.00;6.86900;2,355.04;12,394.96;688.61;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00039;FRESH INTENSE;77021330116300;77021330116300;7702133867088;TRIDENT 6S FRESHINTENSE 30X18X10.2G;ZREGU;Regular;MDLZ;Activo;18.00;0.22100;30.00;6.86900;2,355.04;12,394.96;688.61;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00057;MENTA;76222011068300;76222011068300;7622201106843;DELIPACK X 4 TRID 6S MENTA;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;1.89100;0.00;0.00;0.00;0.00
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00057;MENTA;76222108513800;76222108513800;7702133862809;TRIDENT MENTA 6S PROM NEW 30X21;ZOFER;Oferta;MDLZ;Activo;21.00;0.24800;30.00;7.67100;2,355.04;12,394.96;590.24;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00057;MENTA;77021330116900;77021330116900;7702133862809;TRIDENT 6S MENTA 30X18X10.2G;ZREGU;Regular;MDLZ;Activo;18.00;0.22100;30.00;6.86900;2,355.04;12,394.96;688.61;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00058;MENTA FRESCA;77021330120100;77021330120100;7702133867064;TRIDENT 6S FRESHMINT 30X18X10.2G;ZREGU;Regular;MDLZ;Activo;18.00;0.21800;30.00;6.86500;2,347.06;12,352.94;686.27;370,588.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00062;MORA;77021330117300;77021330117300;7702133862793;TRIDENT 6S SANDIA 30X18X10.2G;ZOFER;Oferta;MDLZ;Activo;18.00;0.22100;30.00;6.86900;2,355.04;12,394.96;688.61;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00062;MORA;77021330118100;77021330118100;7702133862816;TRIDENT 6S MORA 30X18X10.2G;ZREGU;Regular;MDLZ;Activo;18.00;0.22100;30.00;6.86900;2,355.04;12,394.96;688.61;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00079;SANDIA;76222011077000;76222011077000;7622201107710;DELIPACK X 4 TRID 6S SANDIA;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;1.89100;0.00;0.00;0.00;0.00
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00079;SANDIA;76222107923900;76222107923900;7702133862793;TRIDENT 6S SANDIA POS 30X18X10.2G;ZOFER;Oferta;MDLZ;Activo;18.00;0.22100;30.00;6.86900;2,355.04;12,394.96;688.61;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00079;SANDIA;76222108510800;76222108510800;7702133862793;TRIDENT SANDIA 6S PROM NEW 30X21;ZOFER;Oferta;MDLZ;Activo;21.00;0.24800;30.00;7.67100;2,355.04;12,394.96;590.24;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00086;TROPICAL;76222107923200;76222107923200;7702133863271;TRIDENT 6S TROPICAL POS 30X18X10.2G;ZOFER;Oferta;MDLZ;Activo;18.00;0.22100;30.00;6.86900;2,355.04;12,394.96;688.61;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00086;TROPICAL;77021330109900;77021330109900;7702133863271;TRIDENT 6S TROPICAL 30X18X10.2G;ZREGU;Regular;MDLZ;Activo;18.00;0.22100;30.00;6.86900;2,355.04;12,394.96;688.61;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0106;TRIDENT 6'S;AC073;TRIDENT SLAB - 6S_FF;SM00091;YERBABUENA;77021330110300;77021330110300;7702133862823;TRIDENT 6S YERBABUENA 30X18X10.2G;ZREGU;Regular;MDLZ;Activo;18.00;0.22100;30.00;6.86900;2,355.04;12,394.96;688.61;371,848.80
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00029;FRESA;125466712203;125466712203;12546671231;TRID SPLASH STRWBRY LIME 18X10 FOP;ZREGU;Regular;MDLZ;Activo;10.00;0.24800;18.00;4.85500;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00029;FRESA;75061056144400;75061056144400;7506105604448;TRIDENT TWIST MENTA WC 18X10X17.1G;ZREGU;Regular;MDLZ;Activo;10.00;0.24600;18.00;4.81500;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00029;FRESA;76222011506500;76222011506500;12546671231;9PC TRID SPLASH STRWBRY LIME PR 18X10;ZREGU;Regular;MDLZ;Activo;10.00;0.24800;18.00;4.85500;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00029;FRESA;76222107058000;76222107058000;7506105604431;TRDNT TWIS WCM FRESA 18X10X17.1G;ZREGU;Regular;MDLZ;Activo;10.00;0.24600;18.00;4.81500;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00057;MENTA;75061056144300;75061056144300;7506105604431;TRIDENT TWIST FRESA WC 18X10X17.1G;ZREGU;Regular;MDLZ;Activo;10.00;0.24600;18.00;4.81500;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00057;MENTA;76222107055800;76222107055800;7506105604448;TRDNT TWIST WCM MENTA 18X10X17.1G;ZREGU;Regular;MDLZ;Activo;10.00;0.24600;18.00;4.81500;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00091;YERBABUENA;75061056144600;75061056144600;7506105604462;TRIDENT TWIST YERBA WC 18X10X17.1G;ZREGU;Regular;MDLZ;Activo;10.00;0.24600;18.00;4.81500;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00091;YERBABUENA;76222016853600;76222016853600;7622201685386;TRIDENT SPLASH YERBA WC 18X10X17.1G;ZREGU;Regular;MDLZ;Activo;10.00;0.24600;18.00;4.81500;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00091;YERBABUENA;76222016853601;76222016853601;7622201685386;TRIDENT SPLASH YERBA 18X10X17.1GFOP;ZREGU;Regular;MDLZ;Activo;10.00;0.24600;18.00;4.81500;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00091;YERBABUENA;76222018012000;76222018012000;7622201801229;9PC TRID SPLASH PEPPERMINT VAN PR 18X10;ZREGU;Regular;MDLZ;Activo;10.00;0.25000;18.00;4.88000;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00091;YERBABUENA;76222018012002;76222018012002;7622201801229;TRID SPLASH PEPPERMINT VAN 18X10FOP;ZREGU;Regular;MDLZ;Activo;10.00;0.25000;18.00;4.88000;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0111;TRIDENT TWIST;AC070;TRIDENT CENTRE FILLED PELLET - BOX_FF;SM00091;YERBABUENA;76222107061800;76222107061800;7506105604462;TRDNT TWIS WCM YERBA 18X10X17.1G;ZREGU;Regular;MDLZ;Activo;10.00;0.24600;18.00;4.81500;3,352.94;17,647.06;1,764.71;317,647.08
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00020;COOLBUBBLE;75061050180000;75061050180000;7506105606091;TRID EVUP FRUTAS-COOLB ANCAM 12X12X30.6G;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00020;COOLBUBBLE;75061056160903;75061056160903;7506105606091;TRI VUP COOLB 12X12X30.6 FOP;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00020;COOLBUBBLE;76222107831600;76222107831600;7506105606091;TRI VUP COLB ANCAM LOFPOS12X12X30.6;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00029;FRESA;76222105820400;76222105820400;7622210973436;TRNTEVUP 18S FRESA CAM 12X12X30.6G;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00031;FRESH HERBAL;76222104077201;76222104077201;7622210407757;TDNT EVUP FRESHERBAL WC 12X12X30.6G;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00031;FRESH HERBAL;76222105070200;76222105070200;7622210407757;TDNTEVUP FRESHERBALANCAM12X12X30.6G;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00057;MENTA;75061050179600;75061050179600;7506105606053;TRIDENT VUP MENTA ANCAM 12X12X30.6G;ZREGU;Regular;MDLZ;Activo;12.00;0.41500;12.00;5.21300;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00057;MENTA;75061056160503;75061056160503;7506105606053;TRIDENT EVUP MENTA CO 12X12X30.6;ZREGU;Regular;MDLZ;Activo;12.00;0.41500;12.00;5.21300;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00057;MENTA;76222017925500;76222017925500;7622201792572;TDNT SUPER VP MENTA 9X8X61G;ZREGU;Regular;MDLZ;Activo;8.00;0.57700;9.00;5.41600;5,006.87;26,351.96;3,294.00;237,167.64
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00057;MENTA;76222107863800;76222107863800;7506105606053;TRI VUP MENTANCAM LOFPOS 12X12X30.6;ZREGU;Regular;MDLZ;Activo;12.00;0.41500;12.00;5.21300;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00058;MENTA FRESCA;75061050179800;75061050179800;7506105606077;TRIDENT VUP MENTFCA 12X12X30,6;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00058;MENTA FRESCA;75061056160704;75061056160704;7506105606077;TRNT VUP MENTAFCA 12X12X3 FOP;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00058;MENTA FRESCA;76222107864400;76222107864400;7506105606077;TRNT VUP MTAFCA ANCAM LOFPOS12X12X3;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00079;SANDIA;75061050179900;75061050179900;7506105606084;TRIDENT VUP SANDIA 12X12X30,6;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00079;SANDIA;75061056160804;75061056160804;7506105606084;TRIDENT EVUP SANDIA 12X12X30.6G COL;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00079;SANDIA;76222015001600;76222015001600;7622201500184;TDNT SUPER VP SANDIA 9X8X61,2G;ZREGU;Regular;MDLZ;Activo;8.00;0.57700;9.00;5.41600;5,006.87;26,351.96;3,294.00;237,167.64
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00079;SANDIA;76222107845200;76222107845200;7506105606084;TRI VUP SAND ANCAMLOF POS12X12X30.6;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00081;SURTIDO;76222107847000;76222107847000;7622210603548;TRI EVPLOF WACAM GPLM POS12X12X30.6;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;4,231.09;22,268.91;1,855.74;267,226.92
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00091;YERBABUENA;75061056160604;75061056160604;7506105606060;TRIDENT EVUP YERBA WC 12X12X30.6;ZREGU;Regular;MDLZ;Activo;12.00;0.41500;12.00;5.21300;5,747.90;30,252.10;2,521.01;363,025.20
Colombia;ZCGUMM;GUM;-000000062;Gums & Candies;ZSGUM;GUMS;BR025;TRIDENT;F0112;TRIDENT VALUE PACK 18'S;AC071;TRIDENT SLAB - 18S_FF;SM00091;YERBABUENA;76222018121700;76222018121700;7506105606060;TRID VUP YERB 12X12X30.6 MAQ;ZREGU;Regular;MDLZ;Activo;12.00;0.41300;12.00;5.19500;5,747.90;30,252.10;2,521.01;363,025.20
